EpisodesSoFar,MinD2w0t,MeanEntropy,InitialReturnMean,Iteration,MaxIW,EpLenMean,EpThisIter,Bound,InitialReturnStd,MaxD2w0t,EntropyCoefficient,J_sample_variance,TimestepsSoFar,StdD2w0t,MinIW,InitialReturnMax,EmpiricalD2,ReturnStepMax,StdIW,TimeElapsed,ReturnStepMaxmin,InitialReturnMin,MeanD2w0t,EpRewMean,Weights,MeanIW,ReturnMeanIW,InitialBound
7000,,1.1222044,6.2561035e-06,70,16.539948,28.62,100,285.8039,4.086589,8.151737,10.0,360962.3,271409,0.44292974,0.015978513,12.762634,4.920244,100.0,2.4727736,830.963166475296,91.27774,-4.8037567,0.091451906,-120.48714904696772,[ 0.77  -0.27   0.185 -0.078 -0.271],1.3023391,395.61035,246.49756
7100,,1.2070391,-6.408691e-06,71,57.105473,26.68,100,337.2914,3.5560396,23.885382,10.0,1562396.8,274077,0.6495546,0.057353646,10.70845,6.1236362,100.0,4.0290484,841.7192540168762,90.81247,-4.0940704,0.120045036,-119.17059427692585,[ 0.824 -0.228  0.193 -0.069 -0.297],1.4937226,494.57773,271.5638
7200,,1.2621115,8.010864e-06,72,14.522529,24.1,100,369.23105,3.5998735,3.3507826,10.0,218149.22,276487,0.30270913,0.10155225,11.381241,2.3499825,100.0,1.3734856,852.5143365859985,89.84444,-4.766487,0.06548951,-116.60423790337141,[ 0.873 -0.21   0.21  -0.086 -0.212],1.1989799,455.99576,317.79306
7300,,1.2509446,5.1116945e-06,73,3.9206374,23.87,100,331.46167,3.419908,2.7430587,10.0,37683.49,278874,0.240177,0.15136965,14.007835,1.352126,100.0,0.5754702,863.7170541286469,89.78175,-4.4987793,0.05319371,-116.22663743053839,[ 0.937 -0.206  0.229 -0.087 -0.157],1.0652065,411.52463,318.67096
7400,,1.2842791,1.6784668e-06,74,15.996967,23.83,100,357.50937,2.972857,9.527548,10.0,378428.2,281257,0.3488821,0.04433144,11.987793,2.9897842,100.0,1.8363397,872.6940443515778,89.69972,-4.274765,0.06980072,-116.89843081977526,[ 0.961 -0.189  0.234 -0.058 -0.168],1.1992687,463.7256,319.86905
7500,,1.1699544,9.307862e-06,75,5.762941,21.97,100,421.43454,2.847055,3.3157856,10.0,164520.5,283454,0.29968086,0.022417132,8.918716,1.926616,100.0,1.0721543,881.5088431835175,89.1651,-4.2662735,0.062252026,-114.55769960125707,[ 0.982 -0.133  0.219 -0.036 -0.135],1.2100229,508.03577,360.9123
7600,,1.1827203,4.8828124e-06,76,23.560513,21.33,100,482.49503,2.9921508,14.278216,10.0,818597.2,285587,0.5397854,0.027622163,15.853233,6.6807995,100.0,2.3976407,892.0333068370819,88.75238,-4.352234,0.086309366,-114.25111858748228,[ 0.967 -0.152  0.216 -0.061 -0.249],1.445859,606.7699,365.07968
7700,,1.1870196,4.043579e-06,77,3.5301788,22.11,100,378.91708,3.1590168,2.2405486,10.0,56906.367,287798,0.25032997,0.27415034,8.889259,1.4056581,100.0,0.62094694,900.4363651275635,89.17754,-4.820984,0.053296037,-114.50530688516257,[ 0.994 -0.09   0.218 -0.068 -0.236],1.1146139,466.27908,347.9799
7800,,1.2176436,-5.7983398e-06,78,11.352523,21.79,100,410.15918,2.9645326,5.5680985,10.0,282429.25,289977,0.30612502,0.054082174,11.534462,2.8951902,100.0,1.4469969,909.3643133640289,88.88792,-4.478401,0.060092364,-114.45216355524666,[ 1.002 -0.084  0.244 -0.075 -0.232],1.217772,509.305,354.44577
7900,,1.0403808,3.7384034e-06,79,5220.635,21.1,100,14948.461,3.9291706,165127.78,10.0,35321010000.0,292087,1219.9606,1.68106e-11,24.182114,12403.84,100.0,509.62177,919.3607234954834,88.75042,-4.2708893,36.57586,-113.48521018952141,[ 1.058 -0.048  0.238 -0.063 -0.201],51.88478,19475.746,367.46176
8000,,1.0367749,2.822876e-06,80,32.373207,17.82,100,508.1304,2.699539,24.211763,10.0,1744495.9,293869,0.5403392,0.047326487,7.2919846,3.426781,100.0,2.8903384,934.288898229599,86.98682,-4.5093307,0.06800874,-110.30091213447939,[ 1.181  0.056  0.293 -0.065 -0.379],1.2451015,633.89795,454.47733
8100,,0.9663169,4.8065185e-06,81,23.063248,18.1,100,578.94226,2.4092498,67.89907,10.0,1773961.9,295679,0.7797458,0.0014884495,7.5245667,5.906519,100.0,2.841498,944.8411712646484,87.203445,-3.0159225,0.08826418,-111.18434010507565,[ 1.201  0.087  0.249 -0.047 -0.382],1.4068464,706.53296,455.49615
8200,,0.82684386,-9.460449e-06,82,19.942282,18.39,100,531.2027,3.2902389,45.728455,10.0,1028073.6,297518,0.6090026,2.5007817e-05,11.272522,4.4795036,100.0,2.2970762,955.5750012397766,87.41864,-4.2549133,0.081120886,-110.32813499712388,[ 1.218  0.116  0.238 -0.099 -0.453],1.387167,680.9448,438.18295
8300,,0.8841303,4.7302246e-06,83,72.48106,17.49,100,659.29694,2.9900112,99.441475,10.0,6396782.0,299267,1.7964046,0.02258453,8.200508,12.630231,100.0,5.7238107,965.832319021225,86.83074,-4.6029434,0.15445787,-109.93442826017532,[ 1.234  0.078  0.27  -0.076 -0.592],1.6979088,849.7952,466.76016
8400,,0.8506212,-3.7384034e-06,84,38.92762,17.16,100,529.7506,2.678106,18.400486,10.0,973059.4,300983,0.37039164,0.06155047,9.736572,2.1339622,100.0,1.9161758,976.1525135040283,86.635895,-4.6311035,0.05515611,-109.49013695292756,[ 1.172  0.145  0.272 -0.086 -0.535],1.2070974,646.1635,469.5006
8500,,0.74739486,7.705688e-06,85,129.5806,16.81,100,1299.9808,2.5832062,165.92313,10.0,57577028.0,302664,2.688645,0.00037089363,11.269188,44.563496,100.0,15.815023,986.1422703266144,86.35096,-3.885048,0.22331496,-109.47305255391912,[ 1.122  0.172  0.227 -0.099 -0.568],3.090558,1564.6528,490.07578
8600,,0.70827365,3.8146973e-07,86,113.85723,17.64,100,853.7313,2.3759332,248.5122,10.0,29619904.0,304428,2.8422582,0.00032655857,9.260872,27.744444,100.0,11.4217205,998.0437836647034,86.925064,-3.147728,0.15950055,-110.31107766996253,[ 1.192  0.229  0.228 -0.082 -0.672],2.1732159,1095.5408,461.2174
8700,,0.7239443,7.095337e-06,87,188.16092,17.74,100,892.7314,3.010703,1095.709,10.0,24252866.0,306202,7.58053,0.003197454,8.590424,44.056133,100.0,10.532893,1010.1390252113342,87.034454,-4.4843597,0.26400304,-109.7743767643411,[ 1.152  0.185  0.208 -0.115 -0.711],2.2621167,1118.4911,454.89542
8800,,0.72189784,5.722046e-06,88,32.988934,17.06,100,588.5703,2.521308,66.624306,10.0,2791042.0,307908,0.8780465,0.01180632,8.441956,8.681863,100.0,3.535175,1022.7165064811707,86.546776,-3.9382782,0.081255324,-109.63404838219456,[ 1.159  0.23   0.225 -0.055 -0.695],1.3822862,723.16364,485.77032
8900,,0.68158555,-9.536743e-06,89,2.9486427,18.02,100,474.71182,2.4279542,1.5285444,10.0,51523.57,309710,0.2031627,0.22672318,7.309929,1.2269983,100.0,0.49017152,1033.6303207874298,87.05266,-3.3096542,0.039163888,-111.04187728698369,[ 1.217  0.257  0.213 -0.028 -0.697],1.0551183,542.55804,455.0312
9000,,0.6473992,-1.3732911e-06,90,2.8190026,17.06,100,497.27716,2.1603346,1.4792536,10.0,31195.82,311416,0.19288525,0.3631608,7.8331375,1.1080174,100.0,0.36090645,1041.904907464981,86.48791,-3.174141,0.03620137,-110.1301903979891,[ 1.241  0.232  0.212 -0.039 -0.737],1.0438184,567.5899,480.9876
9100,,0.62132555,-2.8991699e-06,91,10.769421,16.9,100,600.4849,2.1555374,6.376859,10.0,521961.78,313106,0.31802887,0.0059319017,7.4037857,3.4813447,100.0,1.4449369,1050.066356420517,86.44985,-2.9799118,0.052851133,-109.78736561108802,[ 1.261  0.224  0.203 -0.049 -0.772],1.2848605,694.726,482.3524
9200,,0.61792,-3.4332274e-06,92,2.765459,16.65,100,524.43854,2.0511446,2.2022927,10.0,70308.82,314771,0.21185033,0.14826828,5.4854584,1.3516793,100.0,0.5170001,1060.339017868042,86.21291,-3.3707962,0.038705062,-109.68762225425925,[ 1.274  0.257  0.198 -0.049 -0.798],1.0691364,594.6471,496.39822
9300,,0.6123046,1.2969971e-06,93,66.39055,16.59,100,662.0744,2.362993,148.642,10.0,11358754.0,316430,2.8301141,0.010292633,7.758667,20.85927,100.0,6.6789327,1068.1741671562195,86.24052,-3.2243729,0.20916829,-109.3467396464228,[ 1.303  0.255  0.204 -0.026 -0.801],1.6041788,862.0271,495.48483
9400,,0.6266482,1.5258789e-07,94,97.361244,16.88,100,665.5825,2.527517,105.44573,10.0,14713570.0,318118,1.5856462,0.0073443074,8.7872925,19.915358,100.0,7.835793,1078.2936277389526,86.362595,-3.52388,0.1446562,-109.57214165294144,[ 1.316  0.277  0.227 -0.051 -0.807],1.623047,859.15015,486.97867
9500,,0.6074218,1.2207031e-06,95,419.70425,16.47,100,1479.0082,2.113018,7942.106,10.0,360004800.0,319765,105.80663,0.00010548393,6.891472,697.9557,100.0,37.516113,1088.5355331897736,86.22574,-3.4583435,4.9253473,-108.81316830301726,[ 1.301  0.337  0.217 -0.047 -0.792],4.5172358,2356.011,503.8248
9600,,0.5974163,4.653931e-06,96,15.732258,16.15,100,591.38684,2.604171,10.486469,10.0,593844.75,321380,0.39759076,0.040387414,9.762238,2.6827438,100.0,1.4428842,1101.6809701919556,85.94109,-4.2525177,0.057877496,-108.47649391481737,[ 1.311  0.363  0.249 -0.088 -0.812],1.2133642,687.73126,514.59625
9700,,0.6381365,7.019043e-06,97,57.381733,16.14,100,673.6074,2.3124866,68.53617,10.0,8291399.0,322994,1.1717861,0.01360701,7.1331177,14.361664,100.0,5.7527604,1109.9997618198395,85.92269,-3.887085,0.10913508,-108.76071306039698,[ 1.315  0.365  0.259 -0.047 -0.821],1.5134531,836.88654,514.6657
9800,,0.63330173,3.7384034e-06,98,5.3146305,16.97,100,516.1211,2.3660061,4.7912292,10.0,214394.56,324691,0.27034268,0.057812862,8.482681,1.930677,100.0,0.92041564,1120.562302827835,86.47829,-3.6712341,0.047145605,-109.5065295139531,[ 1.309  0.317  0.27  -0.051 -0.781],1.0955055,595.6646,484.31668
9900,,0.6042643,7.6293946e-07,99,616.97034,15.67,100,1345.5795,2.041095,1495.3169,10.0,189470670.0,326258,24.476074,0.000948959,7.062195,86.39778,100.0,23.720089,1128.458298444748,85.49191,-3.322258,1.063392,-109.02772026825843,[ 1.319  0.299  0.26  -0.039 -0.786],3.2631178,1913.3378,540.76965
10000,,0.6067057,-1.3732911e-06,100,8.375537,16.88,100,538.7099,2.4768646,14.24433,,426321.78,327946,0.3653004,0.049294136,11.5877,3.391918,100.0,1.3408647,1140.4522020816803,86.36093,-3.1042633,0.05144215,-109.72257275014401,[ 1.301  0.306  0.303 -0.081 -0.815],1.1782494,638.22,479.4819
10100,,0.6013025,9.155273e-07,101,343.18027,16.23,100,1783.718,2.7216594,4444.5977,,288676220.0,329569,26.667114,0.00025808506,8.818268,131.6292,100.0,33.59937,1149.2700254917145,85.97098,-4.081978,0.55860037,-108.88267171029605,[ 1.245  0.297  0.318 -0.081 -0.812],4.3615093,2285.2776,507.42117
10200,,0.5747211,-6.5612794e-06,102,12.754469,16.62,100,553.6928,2.4031825,16.39828,,461492.72,331231,0.26760584,0.06733656,7.0193634,1.8611026,100.0,1.3764693,1160.368600845337,86.259285,-4.2604294,0.043307148,-108.93200780054563,[ 1.277  0.335  0.279 -0.048 -0.818],1.1960174,655.32904,488.9864
10300,,0.5938014,1.5258789e-07,103,2.5224671,16.41,100,516.03735,2.4842403,1.3752987,,40470.24,332872,0.19433047,0.36025965,8.6356125,1.1462575,100.0,0.37413368,1169.6058356761932,86.088844,-3.5108566,0.03573608,-109.18651294980731,[ 1.308  0.343  0.281 -0.019 -0.844],1.0379745,586.72205,500.10364
10400,,0.58253586,-3.3569336e-06,104,9.1266575,16.41,100,535.232,2.2287757,3.8232012,,275500.53,334513,0.25836584,0.044248395,7.0443497,1.8610597,100.0,1.0024501,1178.1768221855164,86.115005,-3.5103989,0.04468083,-109.05164517056507,[ 1.296  0.349  0.268 -0.017 -0.825],1.1214288,629.14966,491.511
10500,,0.57013494,1.1444092e-06,105,4.044939,16.61,100,508.33624,2.2694197,2.1746655,,68802.445,336174,0.20288152,0.17022252,8.631493,1.295018,100.0,0.5147912,1187.1118578910828,86.264854,-3.6376266,0.03718828,-109.16980806114941,[ 1.288  0.342  0.27   0.006 -0.836],1.0520642,586.08826,489.07663
10600,,0.5664054,9.918213e-07,106,7.3187175,16.48,100,520.32416,2.5396745,4.0769463,,226910.1,337822,0.24762031,0.020770857,6.4884415,1.5979607,100.0,0.904142,1195.5324988365173,86.13372,-3.8786926,0.043560322,-109.02404352096113,[ 1.3    0.35   0.265  0.022 -0.849],1.0928081,612.2366,491.91922
10700,,0.5162811,-1.7547608e-06,107,94.05803,16.77,100,1042.3398,2.4276154,936.16,,27819222.0,339499,11.241346,0.000983074,8.732491,73.60772,100.0,10.485767,1203.9901564121246,86.31059,-3.6830368,0.54128796,-109.57680617272926,[ 1.285  0.343  0.274 -0.002 -0.853],2.623078,1372.693,486.54333
10800,,0.50359786,-6.1035157e-06,108,9.609659,17.02,100,494.18872,2.3225982,3.1309218,,169253.9,341201,0.24725471,0.036180306,8.399879,1.5590492,100.0,0.8056848,1216.018458366394,86.506516,-3.5537186,0.044355277,-109.92988282544773,[ 1.287  0.304  0.264  0.023 -0.903],1.066809,580.2266,476.70667
10900,,0.44581792,-1.0604858e-05,109,10.438692,17.2,100,583.75555,2.3435988,9.933195,,673679.75,342921,0.51311946,0.0013950889,8.565712,3.2012048,100.0,1.682169,1224.712316274643,86.53598,-3.0916977,0.07863298,-110.2588945172297,[ 1.286  0.309  0.266  0.053 -0.915],1.3643922,723.1122,469.66803
11000,,0.49444664,-5.722046e-06,110,8.286399,16.84,100,566.1814,2.2660146,6.2647834,,342020.7,344605,0.26917106,0.063430704,7.054657,2.5211332,100.0,1.1950878,1235.8152959346771,86.39455,-3.5402145,0.04572916,-109.52405669847771,[ 1.294  0.309  0.236  0.069 -0.973],1.2098205,659.6089,478.67444
11100,,0.49534616,7.858276e-06,111,3.415086,17.38,100,500.79056,2.2745643,2.5078533,,47642.324,346343,0.2138358,0.29955515,9.63089,1.2767483,100.0,0.43926215,1246.1388590335846,86.74503,-3.2020874,0.039999682,-110.59814015791756,[ 1.287  0.288  0.232  0.054 -0.924],1.0798463,576.86847,468.44824
11200,,0.48504066,2.0599366e-06,112,119.54397,16.55,100,676.1861,2.0536532,92.87817,,4870531.5,347998,1.2895728,0.0028549887,8.284325,9.892987,100.0,4.1929812,1254.6357080936432,86.15617,-3.0744781,0.10544146,-109.93273366232033,[ 1.282  0.298  0.227  0.074 -0.924],1.4778975,829.05707,492.49506
11300,,0.47609517,-3.1280517e-06,113,16.368288,16.26,100,551.7037,1.9484808,7.623321,,826432.0,349624,0.37584162,0.0048430404,5.931755,3.86716,100.0,1.749315,1265.9082775115967,85.99663,-2.730362,0.059163526,-109.76971580717108,[ 1.342  0.297  0.259  0.106 -0.934],1.1794865,668.1753,500.09744
11400,,0.55938345,6.1035155e-07,114,265.71066,17.77,100,1275.8196,2.6067653,661.1709,,154435180.0,351401,8.724881,0.0035698507,5.929184,115.276306,100.0,26.14368,1274.9723978042603,87.034386,-3.852707,0.5131812,-110.04137571927859,[ 1.354  0.316  0.277  0.106 -0.943],3.6505687,1795.2423,439.78455
11500,,0.46265155,-7.400513e-06,115,11.751175,17.02,100,635.4838,2.0811546,12.63919,,1046126.56,353103,0.37014964,0.0057419194,6.343254,2.5554945,100.0,2.042306,1287.3002514839172,86.50776,-3.1052094,0.059344985,-109.80465114075066,[ 1.368  0.361  0.285  0.116 -0.86 ],1.4631296,779.5738,473.39362
11600,,0.4755859,2.2125244e-06,116,440.31342,17.24,100,1380.4056,2.4861538,1169.2195,,139370080.0,354827,13.619796,0.0006880034,6.518631,131.82428,100.0,26.96754,1297.532147884369,86.673874,-3.9803925,0.63394344,-109.7156767479498,[ 1.38   0.347  0.272  0.074 -0.956],4.32093,2053.1677,462.5203
11700,,0.49365357,-1.3275147e-05,117,224.55008,16.49,100,1186.3871,1.9502378,3194.9216,,109233500.0,356476,28.35674,0.00054431905,6.8142548,195.21709,100.0,21.936045,1308.7652232646942,86.164185,-3.2217941,0.7347678,-109.5593298114917,[ 1.359  0.317  0.231  0.057 -0.943],3.06677,1573.5248,492.93243
11800,,0.5158064,4.196167e-06,118,40.40277,16.09,100,657.2377,2.0467665,464.34967,,5804818.0,358085,4.177419,0.00393672,6.6256256,21.778559,100.0,4.721391,1321.118542432785,85.817604,-3.0756073,0.15682395,-109.36365357404642,[ 1.38   0.363  0.215  0.076 -0.925],1.5573525,866.69305,508.61954
11900,,0.48860317,6.6375733e-06,119,21.495424,16.81,100,552.8196,1.8666185,29.940102,,1501141.6,359766,0.53068405,0.005969388,7.041687,5.9171224,100.0,2.4215932,1333.10343003273,86.291145,-2.8292694,0.06285096,-110.19402173813243,[ 1.369  0.34   0.197  0.026 -0.903],1.2013556,659.0665,480.73557
12000,,0.42318437,-1.6021728e-06,120,28.87475,16.94,100,558.7471,2.130333,9.312922,,1304107.8,361460,0.37636754,0.014345671,11.370132,3.6216464,100.0,2.3428118,1344.3076374530792,86.46057,-2.9402466,0.059197433,-110.46250272354068,[ 1.317  0.326  0.185  0.006 -0.93 ],1.2390275,671.2517,478.38043
12100,,0.4025875,5.9509275e-06,121,22.831108,16.41,100,650.6701,1.8232237,81.36963,,2451602.5,363101,1.3031104,0.008933539,7.042,9.082118,100.0,3.01283,1355.0532228946686,86.0934,-2.62014,0.115233205,-109.4633841857886,[ 1.302  0.362  0.193  0.009 -0.996],1.4822011,820.7094,493.07248
12200,,0.36563897,2.0599366e-06,122,10.567538,16.44,100,568.4092,2.2307603,5.9544163,,462965.8,364745,0.27453333,0.041567642,8.579163,2.4906456,100.0,1.3578504,1365.0760617256165,86.09106,-3.0397415,0.046648543,-109.48072509523203,[ 1.298  0.346  0.186  0.037 -1.016],1.185571,658.72766,496.54565
12300,,0.36330706,6.8664554e-07,123,3.3474464,17.82,100,460.63052,2.359344,1.6073102,,43006.273,366527,0.2026398,0.27641255,8.3446045,1.1713694,100.0,0.42983034,1375.4044516086578,87.01509,-3.3135605,0.038780607,-110.42412128418486,[ 1.325  0.355  0.203  0.049 -1.053],1.0315497,538.2065,449.50583
12400,,0.35318482,2.1362305e-06,124,20.087238,16.44,100,584.17535,1.8287562,23.488071,,1254386.9,368171,0.4800114,0.022059146,4.931282,5.1943054,100.0,2.1722996,1383.9779365062714,86.09851,-2.8860092,0.060000986,-109.89422058107368,[ 1.337  0.342  0.207  0.035 -1.056],1.2672082,707.598,496.60205
12500,,0.25538042,6.1035157e-06,125,5080.7324,15.88,100,16069.108,1.9513422,8829167.0,,56930898000.0,369759,45735.96,1.1986752e-08,6.149292,171029.19,100.0,494.2457,1392.9543509483337,85.6395,-3.1396637,445.28436,-109.13293666741251,[ 1.349  0.37   0.216  0.056 -1.066],49.329857,24317.246,523.1905
12600,,0.23075418,1.1062622e-05,126,150.38338,15.92,100,1158.4766,2.3907013,461.70795,,57976124.0,371351,7.331933,0.0002604682,9.69416,87.6147,100.0,14.911272,1407.559270620346,85.73015,-3.2280807,0.46918964,-108.602950893236,[ 1.33   0.32   0.251  0.027 -1.164],2.7897704,1527.5353,517.7882
12700,,0.22716403,-1.7547608e-06,127,3.6818647,16.13,100,534.96704,2.2034912,1.9129872,,51739.04,372964,0.19787078,0.34618855,8.860481,1.2105618,100.0,0.42626855,1418.8714780807495,85.81523,-2.8778992,0.03586218,-109.41915382452869,[ 1.319  0.37   0.253  0.027 -1.188],1.0488034,605.3001,513.43256
12800,,0.23254614,-1.2588501e-05,128,126.920654,16.51,100,925.69305,2.00616,3414.5056,,40111296.0,374615,25.649689,0.00019338177,7.166847,166.43451,100.0,12.650549,1427.3926510810852,86.11252,-2.771492,0.58163124,-109.51636807518962,[ 1.321  0.372  0.242  0.024 -1.192],2.3554623,1250.106,494.725
12900,,0.21361192,-6.6375733e-06,129,278.38193,16.75,100,2022.2826,1.9191476,1986.3474,,195319440.0,376290,28.720533,9.237962e-05,9.808632,416.9867,100.0,28.767612,1439.41171336174,86.316414,-3.0150223,1.530621,-109.95853835425095,[ 1.274e+00  3.473e-01  2.470e-01 -7.729e-04 -1.186e+00],5.3063827,2683.7979,482.41666
13000,,0.20601583,-1.7547608e-06,130,3.1696074,16.5,100,519.12476,2.467596,2.5034342,,47839.367,377940,0.20103285,0.18044144,8.227554,1.2586551,100.0,0.4255283,1452.168289899826,86.17734,-3.3042068,0.03662228,-109.01044585909924,[ 1.248  0.306  0.244  0.003 -1.205],1.0561078,591.7808,494.8634
13100,,0.15167628,1.8310546e-06,131,73.25505,16.51,100,963.98584,2.2086668,314.40286,,16895924.0,379591,2.3733246,0.0010799159,7.678581,22.000038,100.0,8.314478,1461.0199189186096,86.15478,-3.1000977,0.14292724,-109.23645666578878,[ 1.24   0.301  0.253  0.004 -1.213],2.35053,1239.7966,490.46857
13200,,0.1376386,3.4332274e-06,132,3.43494,17.08,100,491.00287,2.1995351,1.524274,,41739.37,381299,0.19434802,0.11453349,8.378319,1.2072574,100.0,0.41645318,1472.1039884090424,86.53396,-3.2653427,0.03644176,-109.70062883924108,[ 1.302  0.308  0.252  0.035 -1.267],1.0602448,572.13745,467.14725
13300,,0.13995335,-1.548767e-05,133,7.376556,16.29,100,536.41345,2.0543869,3.0146122,,172931.17,382928,0.20922273,0.1542897,8.067055,1.5287242,100.0,0.8319836,1481.2146515846252,85.99242,-3.2586594,0.037460342,-109.27902461357009,[ 1.304  0.316  0.257  0.04  -1.281],1.0731308,609.3669,505.35413
13400,,0.1283727,-3.5858154e-06,134,25.490196,17.03,100,602.5845,2.343484,44.529427,,1267751.9,384631,0.6079521,0.004427467,8.878212,4.3456798,100.0,2.251469,1489.6787145137787,86.485565,-3.173851,0.07339964,-109.81524122051393,[ 1.304  0.302  0.257  0.025 -1.279],1.3438753,726.2032,475.0668
13500,,0.101524934,-8.69751e-06,135,5.102799,16.96,100,520.922,2.316214,2.8105843,,136166.66,386327,0.21445617,0.08733154,8.112122,1.4976648,100.0,0.74133736,1497.9827826023102,86.464874,-3.8008804,0.039470807,-109.57755327122466,[ 1.304  0.284  0.261 -0.007 -1.291],1.1149669,607.5225,468.8641
13600,,0.08626588,3.6621093e-06,136,20.42707,17.69,100,482.63007,2.4704208,23.27716,,805426.5,388096,0.4517114,0.024947988,8.954269,3.0954719,100.0,1.9095978,1508.162137746811,86.898186,-3.4493942,0.06411392,-110.53599047226558,[ 1.346  0.276  0.268  0.001 -1.317],1.141631,593.95996,454.45352
13700,,0.09238176,-1.5258789e-06,137,184.11462,16.55,100,845.10956,2.4273477,473.67188,,19451414.0,389751,6.1509,0.003858799,8.688995,75.95237,100.0,8.829155,1516.2310481071472,86.15971,-3.7222977,0.33293405,-109.26648531918306,[ 1.338  0.265  0.281 -0.013 -1.333],2.0037313,1072.204,496.79996
13800,,0.088134795,3.0517577e-07,138,1.5656253,16.96,100,484.47562,3.116213,1.1176242,,7223.1147,391447,0.1855065,0.5755971,8.435814,1.0403496,100.0,0.16704416,1527.0300920009613,86.57963,-4.503113,0.034756225,-108.67316129955304,[ 1.349  0.299  0.287  0.002 -1.327],1.0113072,549.3885,479.25732
13900,,0.10347422,-3.967285e-06,139,614.28284,16.37,100,1461.2362,2.493004,3196.235,,201162560.0,393084,33.56298,0.0013835644,8.456749,311.65735,100.0,27.3304,1534.7529401779175,86.03732,-3.3145828,1.1515813,-109.07156488867557,[ 1.347  0.301  0.291  0.004 -1.331],3.5171487,1893.3854,494.46387
14000,,0.09796772,6.5612794e-06,140,2461.2766,16.13,100,3949.9985,2.4698327,161856.56,,1946148100.0,394697,760.72546,7.322452e-05,7.784157,2122.3604,100.0,88.12792,1546.7939302921295,85.860825,-3.5845642,6.3385644,-108.99554064241914,[ 1.444  0.285  0.317 -0.002 -1.315],9.834882,5069.8994,504.36176
14100,,0.08236631,4.653931e-06,141,94.1859,16.0,100,755.2917,2.4778106,156.26857,,23243758.0,396297,3.047175,0.0005642776,7.557266,25.139597,100.0,9.226484,1560.0391657352448,85.82271,-3.5009384,0.21473537,-108.39543565447937,[ 1.437  0.257  0.336  0.021 -1.321],1.7285728,958.34766,510.08136
14200,,0.06792292,9.613037e-06,142,11.107853,16.54,100,537.90546,2.221018,7.6940475,,617819.06,397951,0.31417,0.060212977,6.750252,2.7398832,100.0,1.5691706,1570.9789726734161,86.15787,-3.9618835,0.05207586,-109.27836194405022,[ 1.407  0.252  0.325  0.04  -1.337],1.1469876,635.5243,492.3278
14300,,0.070183724,-2.2125244e-06,143,11.382336,16.13,100,562.60645,2.2534983,24.719301,,459588.72,399564,0.38640475,0.0585617,6.8542023,2.7509003,100.0,1.303313,1581.3755812644958,86.01074,-4.393326,0.049084447,-108.38665636596208,[ 1.429  0.252  0.344  0.053 -1.351],1.1522013,652.9238,506.2862
14400,,0.06783366,-1.0681152e-05,144,54.885464,16.24,100,774.51886,2.0637784,382.37692,,10860117.0,401188,4.035271,0.00014945894,6.4506683,50.59215,100.0,6.4192924,1590.048346042633,86.049385,-3.5509949,0.23229738,-109.10026877660508,[ 1.424  0.269  0.329  0.048 -1.349],1.7995925,988.65094,498.55865
14500,,0.06728907,4.119873e-06,145,45.539925,17.27,100,617.12695,2.6800258,90.237335,,6229277.0,402915,1.6007401,0.0013848289,9.843674,19.563505,100.0,5.42353,1600.551497220993,86.678825,-3.7419128,0.13379058,-109.97028828245567,[ 1.39   0.251  0.315  0.036 -1.351],1.6375344,833.3916,465.78778
14600,,0.05030521,-1.9836425e-06,146,62.905495,16.64,100,680.66846,2.3979578,157.62184,,10718400.0,404579,3.05556,0.002440851,8.606514,18.231853,100.0,6.377633,1609.238270521164,86.259476,-3.9449234,0.22071551,-109.33819611871773,[ 1.381  0.228  0.304  0.024 -1.352],1.5983332,867.44183,491.11658
14700,,0.052450623,4.5776366e-07,147,18.053978,16.36,100,577.89355,2.4240904,282.09915,,1426364.5,406215,2.2136426,0.0009317682,5.4958344,7.9945135,100.0,2.2703562,1618.781442642212,86.099266,-3.826889,0.10870031,-108.9398350992952,[ 1.379e+00  2.375e-01  3.096e-01  1.201e-03 -1.369e+00],1.2711108,713.8658,503.47803
14800,,0.052153964,1.9836425e-06,148,5.413958,16.82,100,536.0316,2.4742823,2.5705123,,109949.42,407897,0.24160595,0.13192034,9.250702,1.5027486,100.0,0.6271664,1629.8220767974854,86.323524,-3.5183258,0.043891273,-109.7195031586741,[ 1.373  0.236  0.29  -0.028 -1.366],1.1130164,614.5194,488.75284
14900,,0.0479767,2.2888185e-06,149,25.358362,16.15,100,573.4101,2.4929187,20.242023,,1084965.8,409512,0.65712845,0.0012144734,8.893326,4.4314284,100.0,1.927548,1638.0355231761932,85.9007,-3.878151,0.07748799,-108.77161035700226,[ 1.37   0.237  0.301 -0.033 -1.367],1.2169448,695.8456,505.18106
15000,,0.045481715,-1.6784668e-06,150,482.67645,16.34,100,1722.323,2.1984742,1703.0743,,302216350.0,411146,20.27091,0.00029550146,7.6528854,212.60884,100.0,35.005222,1645.4622983932495,86.03109,-3.3850327,1.4754679,-109.06607523695403,[ 1.375  0.228  0.299 -0.016 -1.371],5.2027454,2682.1653,503.10895
15100,,0.06570375,3.7384034e-06,151,19.60829,17.09,100,528.5532,2.353214,11.663555,,1258068.5,412855,0.4047904,0.034103997,7.788002,5.395942,100.0,2.3523004,1657.7544114589691,86.60294,-3.8139038,0.060996827,-109.6929756425996,[ 1.364  0.218  0.257 -0.018 -1.373],1.2006043,638.9973,472.98688
