TimestepsSoFar,InitialBound,StdD2w0t,StdIW,MaxIW,ReturnStepMax,Iteration,EpLenMean,InitialReturnMin,EpThisIter,EntropyCoefficient,TimeElapsed,Bound,EpRewMean,ReturnMeanIW,EpisodesSoFar,ReturnStepMaxmin,MinD2w0t,MeanEntropy,MeanIW,MaxD2w0t,InitialReturnStd,InitialReturnMean,MeanD2w0t,EmpiricalD2,InitialReturnMax,J_sample_variance,MinIW,Weights
1069,-801.5065,79.294235,0.9505242,17.596779,9.359923,1,10.69,-39.65015,100,10.0,3.1331582069396973,-342.08978,97.03982000271904,-212.83746,100,8.795327,,1.3153368,0.28180715,8468.57,26.738935,-2.4414062e-06,3.3527021,965.5502,120.81869,575961.0,2.8892855e-06,[ 0.374 -0.357  0.147  0.259  0.384 -0.575 -0.255  0.08  -0.432  0.661
  0.38   0.   ]
2487,-780.42236,82.92484,0.73088735,70.745674,9.359451,2,14.18,-59.354813,100,10.0,17.3207848072052,-298.39676,129.50202636962922,-207.1152,200,8.905998,,1.3042916,0.26723963,5995.616,38.76609,4.5013426e-06,3.92843,1133.46,159.49072,287831.34,0.00016978174,[ 0.379 -0.346  0.141  0.231  0.351 -0.575 -0.171 -0.035 -0.432  0.661
  0.38  -0.104]
3555,-802.2494,0.2325216,0.5790818,4.7067027,9.359923,3,10.68,-39.48875,100,10.0,29.227692365646362,-727.8869,96.96513866365265,-734.4171,300,8.798345,,1.4358864,0.9112117,3.384268,22.274311,5.1498414e-06,0.033120763,2.1258786,82.79889,218900.2,0.28447327,[ 0.372 -0.356  0.138  0.233  0.359 -0.546 -0.243  0.056 -0.432  0.661
  0.38  -0.115]
4694,-796.88947,68.19091,1.7023135,23.202148,9.358515,4,11.39,-45.501266,100,10.0,43.6842622756958,-588.5764,103.56444265087558,-516.5668,400,8.826635,,1.4276434,0.6340956,4829.942,28.053799,1.0223389e-05,2.854167,874.3069,106.87637,1985764.2,1.7802655e-05,[ 0.373 -0.372  0.139  0.193  0.324 -0.569 -0.248  0.052 -0.432  0.661
  0.38   0.017]
5659,-807.2054,32.064167,1.7627133,20.079576,9.359437,5,9.65,-31.199757,100,10.0,52.59433102607727,-377.26996,87.39320406733025,-341.05237,500,8.753142,,1.2372075,0.41894045,3733.575,21.37456,-1.5258789e-06,0.89678407,325.26584,76.95651,2195429.8,2.782128e-06,[ 0.377 -0.379  0.148  0.202  0.336 -0.504 -0.322  0.134 -0.432  0.661
  0.38   0.009]
6584,-809.4738,43.69243,0.37911078,14.26058,9.359184,6,9.25,-27.658401,100,10.0,66.34101557731628,-157.77324,83.53371452939047,-68.2181,600,8.702158,,0.788372,0.09084837,3221.1958,15.49183,-1.6784668e-06,2.1369462,663.76624,48.50535,85418.29,8.96767e-16,[ 0.4   -0.384  0.188  0.162  0.281 -0.275 -0.392  0.107 -0.432  0.661
  0.38  -0.182]
7406,-820.8803,0.139041,0.35358065,2.4267426,9.358787,7,8.22,-19.055279,100,10.0,79.41502332687378,-740.41846,74.07404937989014,-742.7448,700,8.664096,,0.7568392,0.90271986,1.5654471,13.881308,-4.577637e-06,0.017952014,1.1367717,63.87935,85281.83,0.41574973,[ 0.393 -0.431  0.183  0.172  0.284 -0.192 -0.433  0.174 -0.432  0.661
  0.38  -0.631]
8269,-818.5885,75.11086,1.6671643,19.390999,9.359056,8,8.63,-22.6571,100,10.0,90.90776371955872,-490.79105,77.87253905955868,-416.99442,800,8.687881,,0.75175345,0.5095277,10383.057,13.118994,2.0217894e-06,2.3284283,767.6738,45.13923,1958340.5,6.4439846e-05,[ 0.396 -0.427  0.188  0.133  0.24  -0.172 -0.443  0.161 -0.432  0.661
  0.38  -0.662]
9138,-818.2415,69.27577,0.6529587,15.167968,9.359939,9,8.69,-23.171692,100,10.0,103.00175952911377,-328.26938,78.43824797654266,-226.55386,900,8.692592,,0.73296154,0.28360453,3934.7107,12.721444,2.8991699e-06,3.2352417,1031.2545,35.46466,276570.03,3.2264509e-06,[ 0.393 -0.433  0.186  0.108  0.216 -0.169 -0.497  0.221 -0.432  0.661
  0.38  -0.667]
9984,-819.649,47.072403,0.6950906,19.594946,9.359956,10,8.46,-21.243736,100,10.0,114.87172651290894,-290.4589,76.31212857975432,-210.66316,1000,8.6807375,,0.6810945,0.26531407,2165.9585,12.658709,5.722046e-07,2.5910494,798.5144,29.52604,308085.94,5.2769838e-06,[ 0.391 -0.431  0.184  0.117  0.228 -0.164 -0.543  0.284 -0.432  0.661
  0.38  -0.686]
