InitialBound,InitialReturnMean,EpThisIter,MeanD2w0t,MaxIW,TimeElapsed,J_sample_variance,ReturnMeanIW,EpRewMean,MinIW,EpisodesSoFar,MaxD2w0t,InitialReturnStd,EpLenMean,MeanEntropy,MinD2w0t,InitialReturnMin,MeanIW,ReturnStepMax,StdIW,EmpiricalD2,InitialReturnMax,Bound,Iteration,StdD2w0t,ReturnStepMaxmin,TimestepsSoFar,EntropyCoefficient,Weights
-812.3488,-4.348755e-06,100,1.8472259,15.908292,2.8069233894348145,1215617.5,-313.7392,77.5307238426685,0.00025598117,100,2252.2202,12.577936,8.59,1.4023657,,-22.270657,0.3889557,9.35921,1.3406571,592.05585,36.913948,-385.41315,1,38.244102,8.69218,859,10.0,[-0.236 -0.439 -0.312 -0.163 -0.279 -0.163 -0.126  0.577  0.046  0.055
 -0.111  0.   ]
-814.2003,8.544922e-06,100,0.8878017,16.441263,14.560466289520264,388778.75,-411.93503,73.46577680582386,2.882464e-07,200,3354.072,13.13811,8.16,1.2250665,,-18.53453,0.5039866,9.359875,0.75632155,264.88773,47.608383,-446.0979,2,35.755146,8.646444,1675,10.0,[-0.237 -0.444 -0.311 -0.164 -0.282 -0.125 -0.208  0.68   0.046  0.055
 -0.111 -0.017]
-814.9603,1.9073487e-07,100,0.99253273,11.752226,26.35362434387207,1422771.8,-602.9361,76.29257209247484,0.008389734,300,543.7679,12.592162,8.46,1.3881563,,-21.121521,0.73157185,9.359391,1.4257054,226.13797,53.197083,-640.89795,3,14.339756,8.676679,2521,10.0,[-0.236 -0.454 -0.301  0.095 -0.006 -0.094 -0.292  0.7    0.046  0.055
 -0.111 -0.194]
-816.0431,-2.632141e-06,100,1.0402541,34.08593,36.95522904396057,114713.08,-73.552895,70.83573408553907,2.712348e-14,400,586.4276,11.070155,7.87,1.002442,,-16.116295,0.09925877,9.35601,0.49165457,236.62886,26.787941,-109.954155,4,14.92866,8.645447,3308,10.0,[-0.25  -0.452 -0.32   0.113  0.008 -0.187 -0.351  0.828  0.046  0.055
 -0.111 -0.031]
-817.2055,7.6293945e-06,100,0.6865627,14.101266,50.49703621864319,1900690.1,-574.37305,75.35818692478121,0.0021696691,500,1287.7069,11.550539,8.36,1.1054772,,-20.270706,0.7016075,9.359068,1.6671654,217.04428,30.642723,-611.73126,5,16.322115,8.669207,4144,10.0,[-0.222 -0.457 -0.278  0.09  -0.007 -0.019 -0.29   0.559  0.046  0.055
 -0.111 -0.416]
-816.07825,7.6293946e-07,100,2.082124,16.292742,63.864375591278076,104413.836,-95.993546,75.34803926727842,4.331108e-09,600,1705.2325,12.46738,8.36,0.8816892,,-20.333267,0.12485506,9.35947,0.41404834,568.4229,29.93187,-157.38605,6,36.29473,8.666376,4980,10.0,[-0.227 -0.441 -0.286  0.082 -0.014 -0.072 -0.257  0.526  0.046  0.055
 -0.111 -0.313]
-818.0171,-2.0217894e-06,100,3.62187,10.307831,74.87252426147461,900557.06,-266.47327,76.28428275425183,6.193418e-06,700,2373.3123,12.655563,8.46,0.8441931,,-21.217705,0.33146343,9.358558,1.1562905,1074.9274,38.662758,-357.4742,7,61.169136,8.675553,5826,10.0,[-0.244 -0.457 -0.31   0.06  -0.025 -0.159 -0.374  0.65   0.046  0.055
 -0.111 -0.537]
-821.7821,-4.5013426e-06,100,4.514987,42.49698,87.45617032051086,1104001.2,-315.38113,72.11201881260891,2.1212345e-05,800,10445.01,11.4909315,8.0,0.8082541,,-17.303516,0.39019102,9.359933,1.2834984,1565.3689,33.648064,-417.4299,8,137.5769,8.668071,6626,10.0,[-0.26  -0.488 -0.328  0.063 -0.021 -0.222 -0.454  0.753  0.046  0.055
 -0.111 -0.575]
-820.0906,1.7929077e-06,100,1.1031501,10.455353,99.68240261077881,545892.1,-266.25714,76.16954717992684,1.2383629e-05,900,1900.3462,15.247364,8.44,0.7897153,,-20.923435,0.33254054,9.36,0.8999224,348.92773,61.36418,-337.2211,9,26.242361,8.689656,7470,10.0,[-0.258 -0.467 -0.328  0.032 -0.053 -0.239 -0.407  0.689  0.046  0.055
 -0.111 -0.611]
-820.3931,2.2125244e-06,100,0.61440516,14.414692,109.8102753162384,1308472.0,-394.59717,75.7488197460973,0.00017227573,1000,545.8183,11.909965,8.39,0.79443616,,-20.605553,0.48300838,9.359968,1.3893156,102.292816,30.331474,-429.0173,10,9.373918,8.69696,8309,10.0,[-0.258 -0.46  -0.331  0.037 -0.049 -0.267 -0.363  0.642  0.046  0.055
 -0.111 -0.629]
-820.7907,-5.760193e-06,100,0.29590875,14.183439,122.79216194152832,542918.7,-563.6281,72.83070900294523,0.011131548,1100,4485.0566,11.976844,8.09,0.898429,,-17.881462,0.6871764,9.359061,0.8891348,112.85379,48.564987,-584.6422,11,25.22432,8.646058,9118,10.0,[-0.264 -0.424 -0.34  -0.16  -0.257 -0.288 -0.37   0.658  0.046  0.055
 -0.111 -0.624]
-820.43335,7.476807e-06,100,0.058187723,22.31572,133.34929037094116,3461484.0,-635.24756,72.708608016392,0.008952737,1200,38.36178,12.506017,8.07,0.88481015,,-17.900711,0.7716619,9.358703,2.2457473,9.960644,40.847687,-637.0002,12,0.70887953,8.660779,9925,10.0,[-0.252 -0.477 -0.323 -0.075 -0.179 -0.212 -0.431  0.603  0.046  0.055
 -0.111 -0.521]
