Weights,InitialBound,InitialReturnMean,EpLenMean,MaxIW,InitialReturnStd,TimeElapsed,EmpiricalD2,MinIW,MaxD2w0t,StdD2w0t,InitialReturnMin,MeanEntropy,J_sample_variance,Iteration,ReturnStepMaxmin,EpisodesSoFar,TimestepsSoFar,EpRewMean,ReturnMeanIW,MeanIW,MeanD2w0t,ReturnStepMax,Bound,MinD2w0t,StdIW,InitialReturnMax,EntropyCoefficient,EpThisIter
[-0.236 -0.439 -0.312 -0.163 -0.279 -0.163 -0.126  0.577  0.046  0.055
 -0.111  0.   ],-45.385674,74.5958,8.59,1.4600282,12.577936,2.190261125564575,1.009095,0.8634883,1.0131685,0.1306077,52.325146,1.4315301,221.19753,1,9.35921,100,859,77.5307238426685,75.298584,1.0106374,0.017268222,9.35921,-44.988792,,0.09938811,111.50975,10.0,100
[-0.234 -0.439 -0.309 -0.163 -0.277 -0.147 -0.124  0.562  0.046  0.055
 -0.111  0.012],-44.272156,70.898705,8.16,1.1490316,12.057327,10.757732629776001,1.0013475,0.92270523,1.0040289,0.12680405,52.27953,1.4329522,148.92255,2,9.355927,200,1675,73.5299483004167,71.06837,1.0030116,0.016332885,9.355927,-44.149887,,0.040558554,103.01191,10.0,100
[-0.235 -0.433 -0.311 -0.158 -0.272 -0.154 -0.128  0.567  0.046  0.055
 -0.111  0.014],-46.413277,73.43695,8.46,1.0829985,13.457093,19.47690510749817,1.0012765,0.9241873,1.0026629,0.12905006,52.239307,1.428181,191.35744,3,9.359825,300,2521,76.29281783201576,73.72267,1.0072911,0.01692976,9.359825,-46.232166,,0.032524116,111.99214,10.0,100
[-0.237 -0.406 -0.315 -0.158 -0.268 -0.159 -0.135  0.566  0.046  0.055
 -0.111  0.009],-47.23512,72.62295,8.36,1.1947383,12.890387,27.98213481903076,1.0026509,0.91211724,1.0049098,0.12841378,52.307686,1.4393631,179.62833,4,9.357043,400,3357,75.40212703321993,72.885605,1.0081882,0.016744569,9.357043,-47.0018,,0.051295005,111.57076,10.0,100
[-0.237 -0.404 -0.315 -0.161 -0.271 -0.164 -0.135  0.568  0.046  0.055
 -0.111  0.02 ],-42.215187,72.92736,8.41,1.1636814,12.791455,36.36376094818115,1.0073472,0.72476554,1.0106101,0.12912524,52.225296,1.4202598,178.5947,5,9.359542,500,4198,75.73602884583568,74.02211,1.0204353,0.016889486,9.359542,-41.6556,,0.08352036,103.637085,10.0,100
[-0.237 -0.404 -0.315 -0.163 -0.273 -0.16  -0.133  0.564  0.046  0.055
 -0.111  0.001],-52.076485,72.294815,8.33,1.537245,13.122409,44.249375104904175,1.0107105,0.8483424,1.0180024,0.12870015,52.2579,1.4315358,190.94504,6,9.359677,600,5031,75.05572244038483,73.18324,1.0227703,0.016751213,9.359677,-51.64065,,0.119898856,118.8713,10.0,100
[-0.239 -0.407 -0.313 -0.172 -0.285 -0.169 -0.157  0.551  0.046  0.055
 -0.111  0.013],-46.691143,73.16522,8.42,1.0666211,13.101341,52.32068157196045,1.0015947,0.8376653,1.0026147,0.12878452,52.22345,1.422428,173.954,7,9.359265,700,5873,75.99004115846367,73.45999,1.0089339,0.016855374,9.359265,-46.572014,,0.034907732,112.234695,10.0,100
[-0.239 -0.406 -0.313 -0.174 -0.288 -0.168 -0.156  0.551  0.046  0.055
 -0.111  0.004],-52.96351,71.386765,8.22,1.1393125,12.92535,60.20153832435608,1.0031035,0.8876483,1.0053179,0.12737438,52.305725,1.4224874,180.58209,8,9.359721,800,6695,74.07067368236567,71.71251,1.0057352,0.016467096,9.359721,-52.784313,,0.049013056,119.30698,10.0,100
[-0.238 -0.408 -0.311 -0.175 -0.29  -0.161 -0.156  0.542  0.046  0.055
 -0.111  0.004],-53.789043,70.55914,8.12,1.093268,12.4065485,66.62019324302673,1.0004524,0.96636707,1.0012126,0.12643383,52.250877,1.4270959,164.85164,9,9.359621,900,7507,73.16897483271946,70.63262,1.0016665,0.016244283,9.359621,-53.701782,,0.024223553,118.51202,10.0,100
[-0.239 -0.399 -0.312 -0.176 -0.29  -0.162 -0.16   0.539  0.046  0.055
 -0.111  0.008],-39.22982,71.12941,8.19,1.3096597,11.045344,74.42512035369873,1.0021691,0.9323678,1.0037901,0.12708452,52.250946,1.4374789,129.77956,10,9.359991,1000,8326,73.76583998036966,71.27927,1.0035237,0.016399747,9.359991,-39.072025,,0.06074014,95.239685,10.0,100
[-0.239 -0.397 -0.312 -0.173 -0.288 -0.16  -0.16   0.54   0.046  0.055
 -0.111  0.018],-48.33913,71.45579,8.23,1.2145218,12.554878,82.23285913467407,1.0040227,0.8572156,1.0100545,0.12749892,52.28145,1.435212,157.80553,11,9.359124,1100,9149,74.14035442841512,71.99177,1.0156165,0.016493589,9.359124,-48.05072,,0.06735511,110.9099,10.0,100
[-0.242 -0.4   -0.317 -0.168 -0.284 -0.179 -0.162  0.555  0.046  0.055
 -0.111  0.016],-43.489197,71.69504,8.25,1.253624,10.561653,90.24769902229309,1.0040462,0.8756223,1.0085496,0.1276553,52.29378,1.4395578,114.32205,12,9.359554,1200,9974,74.36668061542379,72.05107,1.0089741,0.016534168,9.359554,-43.23545,,0.07146051,102.49752,10.0,100
[-0.239 -0.388 -0.313 -0.178 -0.29  -0.173 -0.151  0.564  0.046  0.055
 -0.111  0.021],-45.929657,73.85001,8.51,1.2693294,12.210946,98.82407689094543,1.0044304,0.89215034,1.0070635,0.12966907,52.26007,1.453041,179.8847,13,9.35951,1300,10825,76.7211152908251,74.35943,1.0077964,0.017062912,9.35951,-45.51835,,0.076154456,110.920746,10.0,100
[-0.239 -0.385 -0.313 -0.172 -0.284 -0.174 -0.149  0.566  0.046  0.055
 -0.111  0.034],-45.95569,73.68266,8.49,1.4393442,13.436527,105.97685384750366,1.0075359,0.8573147,1.0134599,0.12979203,52.305126,1.4648491,235.97069,14,9.359058,1400,11674,76.55950771397575,74.73424,1.0222454,0.017058557,9.359058,-45.20504,,0.11124436,111.99606,10.0,100
[-0.239 -0.382 -0.313 -0.158 -0.27  -0.172 -0.153  0.562  0.046  0.055
 -0.111  0.046],-44.30989,70.58337,8.12,1.1535821,12.77996,113.73175382614136,1.0026361,0.88612044,1.0073931,0.12657309,52.23118,1.4673374,173.48422,15,9.359944,1500,12486,73.1990549103793,70.84583,1.004688,0.016262293,9.359944,-44.151707,,0.045823675,104.16937,10.0,100
[-0.239 -0.386 -0.314 -0.15  -0.263 -0.176 -0.162  0.559  0.046  0.055
 -0.111  0.048],-49.116734,74.77109,8.62,1.109026,13.154682,121.64652848243713,1.0022153,0.8806109,1.0033592,0.13033561,52.268677,1.4666878,188.39958,16,9.358819,1600,13348,77.73371134361435,75.07824,1.0072647,0.017262874,9.358819,-48.94301,,0.04824352,118.62482,10.0,100
[-0.239 -0.381 -0.314 -0.141 -0.255 -0.178 -0.168  0.554  0.046  0.055
 -0.111  0.048],-44.742546,74.76993,8.62,1.3464998,12.673356,129.60455441474915,1.0053847,0.85052305,1.0094106,0.13052279,52.261986,1.4713317,194.75325,17,9.3597975,1700,14210,77.72443830388156,75.388916,1.0188146,0.017287841,9.3597975,-44.30963,,0.08433003,112.15384,10.0,100
[-0.236 -0.374 -0.309 -0.135 -0.248 -0.159 -0.17   0.539  0.046  0.055
 -0.111  0.052],-48.335854,71.12844,8.19,1.3954899,13.004825,137.76823043823242,1.0077217,0.862201,1.0121534,0.12749243,52.339195,1.4901283,195.90746,18,9.359675,1800,15029,73.79353795280218,72.05591,1.0133761,0.016452886,9.359675,-47.623405,,0.08980202,111.85361,10.0,100
[-0.236 -0.373 -0.308 -0.131 -0.244 -0.153 -0.169  0.533  0.046  0.055
 -0.111  0.071],-48.11313,71.16421,8.19,1.0857693,11.658635,145.36528134346008,1.0011947,0.918031,1.0020651,0.12700206,52.269337,1.4935874,138.31735,19,9.359746,1900,15848,73.81005258655749,71.28807,1.0051594,0.01638956,9.359746,-48.01307,,0.032422304,111.72001,10.0,100
[-0.235 -0.381 -0.306 -0.136 -0.249 -0.145 -0.167  0.528  0.046  0.055
 -0.111  0.075],-46.20967,73.027336,8.41,1.1445799,13.388774,152.5083405971527,1.0012847,0.940318,1.0039252,0.12869221,52.23565,1.497391,184.94156,20,9.359346,2000,16689,75.84719384266769,73.16219,1.0032682,0.016832808,9.359346,-46.109657,,0.034297187,111.9086,10.0,100
[-0.235 -0.38  -0.305 -0.13  -0.242 -0.146 -0.168  0.529  0.046  0.055
 -0.111  0.078],-49.768196,73.81744,8.51,1.7071326,12.392973,158.79826021194458,1.01391,0.7908175,1.0398122,0.13002627,52.25844,1.496664,209.97725,21,9.358707,2100,17540,76.69037785780262,74.90438,1.0400492,0.01710981,9.358707,-49.26475,,0.13724717,119.18509,10.0,100
[-0.233 -0.354 -0.297 -0.123 -0.238 -0.108 -0.177  0.497  0.046  0.055
 -0.111  0.078],-53.44183,74.34507,8.57,1.149554,15.246131,166.61684226989746,1.0042393,0.84124625,1.0063418,0.13010746,52.29068,1.4829875,280.95215,22,9.35984,2200,18397,77.3077894810808,75.06696,1.0127935,0.017181221,9.35984,-53.10641,,0.062536076,128.6802,10.0,100
[-0.232 -0.358 -0.296 -0.122 -0.237 -0.098 -0.177  0.488  0.046  0.055
 -0.111  0.064],-42.02873,72.68063,8.38,1.5255332,12.968021,174.21893668174744,1.0157676,0.81864953,1.0212744,0.12952548,52.233505,1.5110797,271.45294,23,9.359762,2300,19235,75.47220155699814,73.88211,1.0115387,0.016911186,9.359762,-41.286648,,0.13059649,103.83482,10.0,100
[-0.231 -0.331 -0.292 -0.127 -0.241 -0.087 -0.174  0.482  0.046  0.055
 -0.111  0.092],-44.81242,74.25774,8.56,1.1819534,13.694436,182.0904986858368,1.0043449,0.89502084,1.0069069,0.13003348,52.279305,1.5213792,205.26147,24,9.359909,2400,20091,77.18660232046605,74.62709,1.004366,0.017161114,9.359909,-44.542435,,0.058867715,111.567795,10.0,100
[-0.23  -0.323 -0.288 -0.128 -0.24  -0.075 -0.174  0.471  0.046  0.055
 -0.111  0.102],-47.024612,71.90706,8.28,1.2032404,13.211055,190.18185019493103,1.002744,0.8950985,1.0056607,0.12775604,52.363438,1.5245186,183.17798,25,9.357433,2500,20919,74.63706737301209,72.15157,1.0081321,0.016578289,9.357433,-46.866577,,0.051066164,111.408066,10.0,100
[-0.231 -0.315 -0.291 -0.122 -0.235 -0.078 -0.17   0.474  0.046  0.055
 -0.111  0.106],-67.35155,75.03565,8.66,1.2416333,16.512262,198.72339391708374,1.0031508,0.8368974,1.008446,0.13069183,52.24568,1.5303776,329.88562,26,9.359612,2600,21785,78.08747269096219,75.61629,1.0090994,0.017351253,9.359612,-66.98982,,0.061845668,158.50436,10.0,100
[-0.229 -0.31  -0.288 -0.128 -0.241 -0.065 -0.169  0.463  0.046  0.055
 -0.111  0.112],-46.76643,72.10928,8.31,1.4522259,10.574845,207.05782508850098,1.0194697,0.7779163,1.0287594,0.1293593,52.386917,1.5254891,145.57513,27,9.359807,2700,22616,74.8200189000062,74.287476,1.0443407,0.016816735,9.359807,-45.629753,,0.1398819,111.407585,10.0,100
[-0.233 -0.309 -0.294 -0.145 -0.26  -0.103 -0.184  0.478  0.046  0.055
 -0.111  0.107],-47.94216,70.95392,8.17,1.0647855,12.226984,214.8789188861847,1.0004958,0.96056765,1.0021017,0.1268098,52.415638,1.524389,152.04773,28,9.357818,2800,23433,73.59416073247678,71.102104,1.0053147,0.016343972,9.357818,-47.829697,,0.018018091,111.69343,10.0,100
[-0.233 -0.294 -0.293 -0.148 -0.263 -0.096 -0.178  0.48   0.046  0.055
 -0.111  0.105],-52.587433,74.907776,8.64,1.1293426,14.740247,222.93238854408264,1.0043523,0.8160707,1.0066613,0.13061063,52.26426,1.520092,259.81717,29,9.358892,2900,24297,77.91154484337595,75.39839,1.0049717,0.017319812,9.358892,-52.349113,,0.056969963,126.97668,10.0,100
[-0.23  -0.296 -0.29  -0.149 -0.263 -0.086 -0.173  0.472  0.046  0.055
 -0.111  0.101],-53.01951,74.52835,8.59,1.3481855,14.0041,229.76226377487183,1.0100726,0.7336173,1.021419,0.13061208,52.412872,1.5214633,278.55164,30,9.359528,3000,25156,77.48505963101046,75.64742,1.0163199,0.017268747,9.359528,-52.33884,,0.09964092,127.21382,10.0,100
[-0.228 -0.261 -0.285 -0.145 -0.258 -0.053 -0.177  0.443  0.046  0.055
 -0.111  0.102],-54.95328,68.37887,7.86,1.4517552,12.651943,237.07577753067017,1.0064751,0.89919,1.013319,0.12487858,52.283703,1.5340753,238.20018,31,9.357846,3100,25942,70.82502919515888,69.134346,1.007498,0.015781352,9.357846,-54.501038,,0.075684816,120.156235,10.0,100
[-0.227 -0.262 -0.283 -0.133 -0.245 -0.044 -0.177  0.438  0.046  0.055
 -0.111  0.115],-61.61354,73.54336,8.47,1.2509207,13.410048,245.23419904708862,1.0024599,0.89897436,1.0074586,0.12924129,52.31211,1.5432862,190.02728,32,9.357891,3200,26789,76.40773348808243,73.93891,1.0080901,0.016965402,9.357891,-61.35842,,0.05204674,144.2177,10.0,100
[-0.227 -0.262 -0.281 -0.14  -0.253 -0.044 -0.176  0.436  0.046  0.055
 -0.111  0.124],-61.824837,73.239845,8.44,1.1679227,13.183375,252.7397804260254,1.0034509,0.87544835,1.0072993,0.12894535,52.338894,1.5420133,180.52324,33,9.357884,3300,27633,76.07968439376356,73.544464,1.0111717,0.016896663,9.357884,-61.66698,,0.060895793,142.72232,10.0,100
[-0.226 -0.257 -0.281 -0.143 -0.254 -0.051 -0.17   0.442  0.046  0.055
 -0.111  0.123],-52.7793,74.55015,8.6,1.2577877,14.904312,261.18782448768616,1.0061283,0.87800634,1.0106679,0.13047871,52.315746,1.5591614,261.1744,34,9.35958,3400,28493,77.5287914979459,75.153275,1.0099131,0.017261364,9.35958,-52.392548,,0.08049044,127.37472,10.0,100
